Rgn;Half;Date;UID;EU;Nat;Interested;P1;P2;Rt1;Pt1;RtG;PtG;Position;Age;Name;Av_Rat;Club;Division;Based;Apps;Starts;Gls;Ast;PoM;Mins;GK%;DFg%;DFa%;xGP/90;CS/90;Gls_Conc/90;Hdrs_W/90;Hd%;Blocks/90;Intcp/90;Clear/90;Press_C/90;PAS%;OP-KP/90;CCC/90;Pr_Pas/90;xA/90;Pas_C/90;Ps%;DRB%;ST%;Drb/90;Cr_C/90;Cr%;NP-xG/90;Gls/90;NP-xG/Shot;Sht_T/90;Sprints/90;Fls_Ag/90;Value;Wage;Expires;Det;Prof;Amb;Acc;Pac;Height;Personality;GK%t;DFg%t;DFa%t;PAS%t;DRB%t;ST%t;Mins_t
RW;End;30/11/2023;955321;No;ARG;1;GK;CB;65,1;0,0;71,4;73,0;GK;39;Marcelo Barovero;6,78;Banfield;Liga Profesional;Argentina;16;16;0;0;2;1359;-0,352;0,0;0,0;-0,04;0,33;1,32;0,0;0;0,0;0,0;0,0;0,0;0,722;0,0;0,0;0,0;0,0;19,14;72;0,66;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,66;348000000;10000;31/12/2024;13_16;15;11;10_13;10_14;183;;-0,352;0,0;0,0;0,0;0,66;0,0;1359
RW;End;30/11/2023;955655;No;ARG;1;CM;DM;59,9;0,0;72,5;72,5;M/AM (C);37;José Sosa;6,73;Estudiantes (LP);Liga Profesional;Argentina;18;3;0;4;0;523;0,673;5,16;7,717;0,0;0,0;0,0;2,24;32;0,17;1,38;0,34;3,27;7,448;1,72;0,17;4,47;0,24;42,16;85;2,99833;0,433;0,69;0,34;10;0,15;0,0;0,283;0,0;9,12;0,86;250000;9750;31/12/2024;9_12;12;10;8;7_11;179;;0,673;5,16;7,4;6,6;2,90333;0,43;523
RW;End;30/11/2023;955897;No;ARG;1;CB;RB;64,7;0,0;70,2;70,7;D (C);38;Paolo Goltz;6,6;Colón;Liga Profesional;Argentina;4;1;0;0;0;258;0,66;7,68;16,467;0,0;0,0;0,0;8,02;77;0,35;2,44;1,4;3,49;6,046;0,35;0,0;4,88;0,1;45,7;72;1,04778;0,54;0,35;0,0;0;0,05;0,0;0,14;0,35;6,28;0,0;130000;7250;31/12/2023;13_16;14;10;7_11;6_10;184;;0,66;7,68;15,7;5,33;1,04778;0,54;258
RW;End;30/11/2023;955957;Yes;ARG;1;ST;CM;66,4;0,0;73,5;73,8;ST (C);38;Mauro Boselli;6,73;Estudiantes (LP);Liga Profesional;Argentina;17;15;5;2;1;897;0,673;4,01;10,273;0,0;0,0;0,0;5,92;34;0,4;0,5;0,5;2,61;3,104;0,9;0,3;0,9;0,21;19,67;79;3,64589;3,128;0,4;0,1;17;0,27;0,5;0,087;2,11;6,02;2,31;160000;11000;31/12/2023;14_18;13;13;10;10_13;181;;0,673;4,01;9,93;2,31;3,47889;2,97;897
EU;Mid;30/11/2023;958318;Yes;ARG;1;CM;AM;70,1;0,0;81,0;81,0;M/AM (C);35;Oscar Trejo;6,92;Rayo Vallecano;LaLiga;Spain;80;80;14;16;6;3031;0,692;6,04;7,963;0,0;0,0;0,0;1,69;23;0,39;1,25;0,3;4,1;6,041;1,93;0,45;2,64;0,2;31,09;82;3,61656;1,809;1,37;0,09;5;0,3;0,21;0,118;1,1;10,13;0,98;1100000;113000;30/06/2024;11_14;14;8;10;10;180;;0,692;6,04;7,73;5,22;3,56556;1,73;6062
RW;End;30/11/2023;958335;Yes;ARG;1;CB;RB;66,0;0,0;71,6;71,3;D (C);38;Diego Novaretti;6,6;Belgrano;Liga Profesional;Argentina;3;0;0;0;0;118;0,66;8,39;16,068;0,0;0,0;0,0;6,86;82;0,0;4,58;0,76;3,05;3,83;0,0;0,0;3,05;0,03;38,9;75;3,19778;0,0;0,76;0,76;100;0,0;0,0;0,0;0,0;6,1;0,0;89000;40000;31/12/2023;13_17;11;11;8_11;6_9;194;;0,66;8,39;15,25;3,08;2,19778;0,0;118
RW;End;30/11/2023;958414;No;ARG;1;DM;CM;65,3;0,0;79,9;79,9;DM, M (C);37;Enzo Pérez;6,84;River;Liga Profesional;Argentina;18;18;0;1;0;1182;0,684;6,17;9,611;0,0;0,0;0,0;2,89;55;0,69;1,75;1,07;2,66;7,413;1,29;0,23;4,95;0,07;49,64;87;3,16111;0,085;0,69;0,08;25;0,0;0,0;0,005;0,08;10,36;0,99;350000;169000;31/12/2023;14_17;12;15;6_10;6_10;177;;0,684;6,17;9,06;6,54;2,91111;0,08;1182
RW;End;30/11/2023;959794;No;ARG;1;CB;RB;65,1;0,0;72,4;72,2;D (C);38;Juan Manuel Insaurralde;6,92;Sarmiento (Junín);Liga Profesional;Argentina;15;15;0;0;0;1350;0,692;7,26;16,832;0,0;0,0;0,0;8,8;77;0,8;3,53;1,2;1,73;4,317;0,13;0,0;3,27;0,02;59,87;90;1,87778;0,233;0,0;0,07;100;0,05;0,0;0,113;0,07;5,47;0,2;115000;4700;31/12/2023;13_16;11;13;5_8;7_11;188;;0,692;7,26;16,06;3,42;0,87778;0,23;1350
RW;End;30/11/2023;961299;Yes;ARG;1;GK;CB;64,8;0,0;74,3;74,8;GK;36;Sergio Romero;6,73;Boca;Liga Profesional;Argentina;6;4;0;0;0;471;-0,487;0,0;0,0;-0,2;0,19;1,15;0,0;0;0,0;0,0;0,0;0,0;0,483;0,0;0,0;0,0;0,0;13,76;48;0,57;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,57;348000000;12750;31/12/2024;6_10;13;9;8_11;12_15;192;;-0,487;0,0;0,0;0,0;0,57;0,0;471
RW;End;30/11/2023;961557;Yes;ARG;1;CB;RB;64,4;0,0;69,0;69,1;D (C);38;Jonathan Maidana;6,63;River;Liga Profesional;Argentina;3;0;0;0;0;142;0,663;8,88;17,739;0,0;0,0;0,0;8,24;62;2,54;2,54;3,17;0,63;4,005;0,63;0,0;2,54;0,06;50,07;77;0,42222;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;3,8;0,0;94000;39000;31/12/2023;15_19;13;14;5_8;5_8;183;;0,663;8,88;17,12;3,23;0,42222;0,0;142
RW;End;30/11/2023;961829;No;ARG;1;DM;CM;64,3;0,0;75,4;75,4;DM, M (C);36;Sebastián Prediger;6,83;Tigre;Liga Profesional;Argentina;15;15;0;1;0;859;0,683;6,5;10,392;0,0;0,0;0,0;3,35;54;0,84;1,57;0,63;3,46;6,443;0,63;0,0;4,82;0,11;49,66;88;3,36444;0,273;1,15;0,0;0;0,04;0,0;0,133;0,1;10,48;1,05;145000;7000;31/12/2023;14_17;11;12;8_12;10_13;183;;0,683;6,5;9,85;5,56;3,36444;0,27;859
RW;End;30/11/2023;962098;No;ARG;1;RB;DM;57,6;0,0;74,0;73,9;D/WB (R), DM, M (R);40;Yamil Garnier;7,8;Sarmiento (Junín);Liga Profesional;Argentina;5;0;0;0;1;81;0,78;6,66;11,9;0,0;0,0;0,0;4,44;80;1,11;1,11;2,22;2,22;4,684;1,11;0,0;2,22;0,5;45,56;85;4,17222;0,0;1,11;1,11;10;0,0;0,0;0,0;0,0;16,67;0,0;38000;1400;31/12/2023;9_12;13;12;6_10;5_9;178;;0,78;6,66;11,1;3,83;4,07222;0,0;81
RW;End;30/11/2023;962114;No;ARG;1;GK;CB;63,0;0,0;72,9;73,0;GK;36;Javier García;6,68;Boca;Liga Profesional;Argentina;5;4;0;0;0;381;0,398;0,0;0,0;-0,04;0,71;0,94;0,0;0;0,0;0,0;0,0;0,0;0,555;0,0;0,0;0,0;0,0;16,77;55;1,18;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;1,18;348000000;49000;31/12/2024;9_13;10;12;11_14;11_14;181;;0,398;0,0;0,0;0,0;1,18;0,0;381
RW;End;30/11/2023;962965;No;ARG;1;CB;RW;64,5;0,0;79,1;78,8;D (C);34;Miguel Ángel Torrén;6,63;Argentinos Jrs.;Liga Profesional;Argentina;20;20;0;1;0;1672;0,663;6,78;14,82;0,0;0,0;0,0;7,32;72;0,81;3,18;1,18;1,61;4,514;0,16;0,11;3,34;0,04;57,0;86;1,33667;0,208;0,27;0,0;0;0,08;0,0;0,128;0,0;5,28;0,48;348000000;37000;31/12/2025;13_16;12;14;10_14;13_16;178;;0,663;6,78;14,1;3,65;1,33667;0,21;1672
RW;End;30/11/2023;963219;No;ARG;1;GK;CB;63,9;0,0;72,1;72,0;GK;37;Jorge Broun;6,6;Rosario Central;Liga Profesional;Argentina;2;1;0;0;0;142;-0,54;0,0;0,0;-0,56;0,63;1,27;0,0;0;0,0;0,0;0,0;0,0;0,174;0,0;0,0;0,0;0,0;5,07;17;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;110000;23000;31/12/2023;13_16;11;14;7_10;9_13;190;;-0,54;0,0;0,0;0,0;0,0;0,0;142
RW;End;30/11/2023;964423;No;ARG;1;CM;DM;62,0;0,0;75,9;75,9;M (C);37;Pablo Pérez;7,03;Newell's;Liga Profesional;Argentina;8;5;1;0;1;404;0,703;5,79;8,199;0,0;0,0;0,0;2,0;41;0,0;0,89;0,22;4,68;7,917;1,78;0,0;5,12;0,18;38,99;84;2,64667;0,968;0,89;0,0;0;0,02;0,22;0,028;0,45;7,8;0,89;110000;43500;31/12/2023;15_18;11;12;8_11;8_12;179;;0,703;5,79;7,79;7,08;2,64667;0,72;404
RW;End;30/11/2023;964666;No;ARG;1;CB;RB;70,0;0,0;79,6;79,4;D (C);36;Leonardo Sigali;6,99;Racing Club;Liga Profesional;Argentina;19;19;0;2;2;1625;0,699;7,58;14,274;0,0;0,0;0,0;5,93;76;0,72;3,21;1,55;2,1;5,658;0,33;0,17;4,26;0,04;64,25;86;1,03;0,246;0,06;0,0;0;0,05;0,0;0,086;0,11;5,76;0,33;348000000;126000;31/12/2024;13_17;14;12;12_15;10_13;181;;0,699;7,58;13,51;4,8;1,03;0,25;1625
EU;Mid;30/11/2023;964847;Yes;ARG;1;CB;DM;62,7;0,0;76,4;78,1;D (C);36;Federico Fazio;6,96;Salernitana;Serie A;Italy;74;72;2;4;4;3204;0,696;6,62;16,047;0,0;0,0;0,0;8,6;83;0,7;2,78;1,54;1,6;5,012;0,14;0,06;3,93;0,05;53,54;83;1,78478;0,345;0,14;0,06;67;0,04;0,03;0,118;0,08;4,75;0,39;425000;154000;30/06/2024;12_18;16;13;5_9;10_14;195;;0,696;6,62;15,22;4,18;1,11778;0,27;6408
RW;End;30/11/2023;964854;No;ARG;1;CM;LW;61,4;0,0;72,6;72,6;M (RLC), AM (C);35;Gonzalo Castellani;6,76;Defensa y Justicia;Liga Profesional;Argentina;9;2;0;0;1;309;0,676;5,53;8,624;0,0;0,0;0,0;2,62;47;0,29;0,87;0,58;3,79;6,411;1,75;0,0;3,79;0,06;38,74;81;3,25689;0,7;0,29;1,46;28;0,19;0,0;0,22;0,29;8,45;0,29;98000;4900;31/12/2023;11_15;12;14;9_12;10_13;179;;0,676;5,53;8,15;5,6;2,97889;0,7;309
RW;End;30/11/2023;965246;No;ARG;1;ST;CB;67,2;0,0;71,2;71,3;ST (C);37;Javier Toledo;6,55;Colón;Liga Profesional;Argentina;12;3;0;0;0;478;0,655;4,9;13,494;0,0;0,0;0,0;8,1;49;0,38;1,32;0,38;2,82;1,975;0,38;0,0;0,56;0,18;21,09;85;4,39;1,895;0,94;0,19;50;0,28;0,0;0,105;1,51;6,21;2,07;41000;3800;31/12/2023;12_16;12;12;10;8_11;188;;0,655;4,9;13,0;1,12;3,89;1,89;478
EU;Mid;30/11/2023;965309;Yes;ARG;1;GK;CB;69,4;0,0;76,9;76,9;GK;35;Agustín Marchesín;7,0;Celta de Vigo;LaLiga;Spain;10;4;0;0;2;278;2,33;0,0;0,0;0,66;1,29;0,32;0,0;0;0,0;0,0;0,0;0,0;0,827;0,0;0,0;0,0;0,0;21,69;83;0,97;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,97;3400000;133000;30/06/2024;13_17;13;12;9_12;8_11;188;;2,33;0,0;0,0;0,0;0,97;0,0;556
RW;End;30/11/2023;965345;Yes;ARG;1;LB;LW;62,4;0,0;77,5;78,6;D/WB (L);34;Emmanuel Mas;6,69;Colón;Liga Profesional;Argentina;13;13;1;0;1;1170;0,669;10,45;15,59;0,0;0,0;0,0;4,38;76;0,92;4,0;1,38;4,15;6,7;0,62;0,08;5,08;0,08;39,46;84;5,86044;0,498;1,92;0,23;9;0,02;0,08;0,068;0,08;16,69;1,77;348000000;5000;31/12/2024;10_14;17;15;11_14;11_14;183;;0,669;10,45;14,83;5,86;5,77444;0,25;1170
RW;End;30/11/2023;965729;No;ARG;1;LW;RW;56,6;0,0;75,9;75,5;AM (RLC), ST (C);36;Gabriel Hauche;0,0;Racing Club;Liga Profesional;Argentina;4;0;0;0;0;23;0,0;0,0;4,11;0,0;0,0;0,0;3,91;20;0,0;0,0;0,0;0,0;0,857;0,0;0,0;0,0;0,0;23,48;86;3,91;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;3,91;250000;53000;31/12/2023;14_18;14;15;12;8_11;168;;0,0;0,0;3,91;0,0;3,91;0,0;23
EU;Mid;30/11/2023;1400480;Yes;ITA;1;RW;CM;73,7;0,0;78,3;79,9;WB/M/AM (R);36;Antonio Candreva;6,97;Salernitana;Serie A;Italy;76;76;10;6;0;2894;0,697;5,85;7,708;0,0;0,0;0,0;1,59;27;0,28;1,09;0,37;4,11;7,006;2,3;0,34;3,39;0,17;32,75;81;6,87111;1,038;2,67;1,03;20;0,11;0,16;0,112;0,5;13,87;1,43;348000000;200000;30/06/2025;18;16;12;13;12;180;Driven;0,697;5,85;7,44;6,2;6,67111;0,88;5788
EU;Mid;30/11/2023;1401054;Yes;ITA;1;RB;LB;56,2;0,0;79,8;79,7;D/WB/M (R);35;Lorenzo De Silvestri;6,51;Bologna;Serie A;Italy;20;6;0;0;0;320;0,651;7,31;13,037;0,0;0,0;0,0;5,06;67;0,56;2,81;0,56;3,38;4,624;0,56;0,0;3,09;0,08;42,75;89;5,87889;0,01;1,69;0,0;0;0,0;0,0;0,01;0,0;19,97;1,97;180000;139000;30/06/2024;18_20;16;18;11_15;12_18;186;;0,651;7,31;12,37;3,73;5,87889;0,01;640
EU;Mid;30/11/2023;1410956;Yes;ITA;1;CB;DM;79,0;0,0;81,4;82,2;D (C);36;Leonardo Bonucci;7,11;Union Berlin;Bundesliga;Germany;90;90;2;6;4;3464;0,711;6,01;13,5;0,0;0,0;0,0;6,73;76;0,6;2,68;0,91;1,82;7,243;0,36;0,29;5,59;0,07;71,84;93;1,05444;0,243;0,08;0,0;0;0,01;0,03;0,048;0,03;3,82;0,55;26000000;176000;30/06/2024;20;16;14;11;10;190;Perfectionist;0,711;6,01;12,74;6,31;1,05444;0,12;6928
EU;Mid;30/11/2023;1414241;Yes;ITA;1;RB;CB;62,5;0,0;80,6;80,4;D (RC), WB (R);34;Danilo D'Ambrosio;6,84;Monza;Serie A;Italy;62;62;2;0;0;2428;0,684;6,93;13,432;0,0;0,0;0,0;5,75;75;0,96;3,04;1,04;1,89;5,466;0,33;0,07;4,15;0,03;59,83;89;2,31333;0,559;0,41;0,33;18;0,08;0,04;0,172;0,19;7,23;0,59;2800000;308000;30/06/2024;12_18;19;16;8_12;10_14;180;;0,684;6,93;12,68;4,58;2,13333;0,48;4856
EU;Mid;30/11/2023;1501655;Yes;ESP;1;ST;AM;74,6;0,0;76,7;76,7;ST (C);37;Álvaro Negredo;6,65;Cádiz;LaLiga;Spain;64;0;10;0;0;614;0,665;3,23;11,772;0,0;0,0;0,0;8,06;48;0,29;0,15;0,15;2,64;1,496;0,15;0,15;0,29;0,08;18,76;83;3,11889;3,877;0,59;0,0;0;0,56;0,73;0,102;2,35;5,57;1,91;475000;80000;30/06/2024;13_16;16;13;9;10;186;;0,665;3,23;11,29;0,67;3,11889;3,74;1228
EU;Mid;30/11/2023;1502117;Yes;ESP;1;CM;RW;76,2;0,0;81,2;81,2;M/AM (C), ST (C);36;Raúl García;6,86;Athletic Bilbao;LaLiga;Spain;74;72;16;0;0;2504;0,686;4,21;8,72;0,0;0,0;0,0;4,17;34;0,22;0,58;0,32;3,09;4,12;1,4;0,22;1,51;0,12;25,09;87;4,02044;2,362;0,65;0,11;18;0,39;0,29;0,122;1,47;7,69;2,23;2100000;693000;30/06/2024;14;13;14;11;12;184;Fairly Loyal;0,686;4,21;8,38;3,25;3,84444;2,27;5008
EU;Mid;30/11/2023;1509441;Yes;ESP;1;RW;CM;66,5;0,0;76,1;76,0;M (C), AM (RLC);34;Dani Rodríguez;6,92;Mallorca;LaLiga;Spain;80;78;16;6;6;2969;0,692;6,89;8,985;0,0;0,0;0,0;1,85;24;0,73;1,64;0,7;3,82;4,867;1,33;0,33;2,18;0,23;26,37;80;6,81378;1,637;3,09;0,64;16;0,23;0,24;0,097;0,97;12,4;1,55;575000;56000;30/06/2024;1_4;15;10;12;13;178;;0,692;6,89;8,74;4,07;6,65778;1,54;5938
EU;Mid;30/11/2023;1510305;Yes;ESP;1;LW;RW;76,6;0,0;86,2;87,2;AM (RLC);35;Pedro;6,88;Lazio;Serie A;Italy;80;14;6;4;0;1187;0,688;6,44;8,106;0,0;0,0;0,0;1,44;23;0,38;1,36;0,3;4,4;5,337;1,9;0,3;2,2;0,07;31,24;87;6,60322;2,46;2,73;0,23;9;0,59;0,23;0,144;1,44;12,89;2,12;4300000;268000;30/06/2024;20;19;20;14;14;167;Professional;0,688;6,44;7,88;4,47;6,51222;2,4;2374
EU;Mid;30/11/2023;1510602;Yes;ESP;1;GK;CB;69,7;0,0;77,4;77,4;GK;36;Vicente Guaita;6,68;Celta de Vigo;LaLiga;Spain;76;76;0;0;2;3352;-0,512;0,0;0,0;-0,13;0,19;1,24;0,0;0;0,0;0,0;0,0;0,0;0,57;0,0;0,0;0,0;0,0;15,33;57;0,35;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,35;348000000;352000;30/06/2025;12_15;14;14;8_12;8_12;190;;-0,512;0,0;0,0;0,0;0,35;0,0;6704
RW;End;30/11/2023;2100325;No;BRA;1;LW;RW;62,3;0,0;74,7;76,4;AM (RL), ST (C);36;Willian;7,29;Athlético Paranaense;Brasileirão Assaí;Brazil;17;17;3;5;5;1346;0,729;7,09;10,618;0,0;0,0;0,0;3,14;39;0,6;1,74;0,6;4,15;4,313;1,6;0,2;1,6;0,13;26,48;78;7,81067;1,696;4,08;0,6;16;0,31;0,2;0,113;1,0;12,3;1,6;230000;87000;31/12/2023;14_18;10;13;12_15;10_13;171;;0,729;7,09;10,23;3,53;7,64667;1,62;1346
RW;End;30/11/2023;2100330;No;BRA;0;ST;AM;60,8;0,0;64,3;64,7;AM (RLC), ST (C);34;Bruno Mezenga;7,0;Santos;Brasileirão Assaí;Brazil;7;1;1;1;0;166;0,7;4,88;11,298;0,0;0,0;0,0;5,96;46;0,0;0,54;0,54;3,8;3,517;1,08;0,0;1,63;0,04;24,94;77;4,15333;1,535;2,71;0,0;0;0,14;0,54;0,065;0,54;8,13;0,54;3900;1900;10/04/2024;9_12;10;9;7_11;10_13;183;;0,7;4,88;10,84;2,75;4,15333;1,28;166
RW;End;30/11/2023;2104676;No;BRA;1;AM;ST;64,8;0,0;74,2;74,4;AM (C), ST (C);35;Ytalo;6,73;RB Bragantino;Brasileirão Assaí;Brazil;18;0;4;0;0;509;0,673;3,52;8,049;0,0;0,0;0,0;4,24;29;0,35;0,88;0,35;1,94;1,681;0,18;0,18;0,35;0,13;19,63;84;5,75889;3,449;1,59;0,0;0;0,59;0,71;0,095;1,94;5,66;3,54;70000;4200;31/12/2023;12_16;11;13;12_15;11_14;181;;0,673;3,52;7,76;0,84;5,75889;3,34;509
RW;End;30/11/2023;2105510;No;BRA;1;RW;LW;68,8;0,0;81,7;83,1;AM (R), ST (C);36;Hulk;7,15;Atlético Mineiro;Brasileirão Assaí;Brazil;16;16;9;3;2;1275;0,715;4,45;6,88;0,0;0,0;0,0;2,26;17;0,28;0,99;0,14;3,04;3,881;1,13;0,64;1,06;0,24;21,25;81;7,54056;3,491;0,92;1,76;20;0,5;0,64;0,102;2,12;6,35;3,95;348000000;259000;31/12/2024;15_19;11;17;14_17;11_14;179;;0,715;4,45;6,71;3,07;7,33556;3,36;1275
RW;End;30/11/2023;2107500;Yes;BRA;1;RB;LB;63,1;0,0;80,6;81,3;D/WB (R);32;Rafael;6,69;Botafogo;Brasileirão Assaí;Brazil;15;7;2;0;0;691;0,669;9,38;13,867;0,0;0,0;0,0;3,78;71;1,04;4,17;1,04;3,13;4,212;0,26;0,26;2,74;0,12;38,81;83;6,99567;1,168;2,08;0,91;16;0,07;0,26;0,068;0,52;20,58;1,56;475000;11250;31/12/2023;16_20;14;14;14_17;13_16;172;;0,669;9,38;13,16;3,38;6,83667;0,92;691
RW;End;30/11/2023;2107501;Yes;BRA;0;RB;LB;62,5;0,0;78,1;78,8;D (RL), WB (R);32;Fábio;7,2;Grêmio;Brasileirão Assaí;Brazil;22;22;1;4;0;1911;0,72;8,43;12,275;0,0;0,0;0,0;3,25;59;0,71;3,91;1,13;2,68;6,189;0,89;0,09;4,29;0,07;40,64;85;7,71733;0,636;3,11;0,85;16;0,12;0,05;0,098;0,33;17,94;1,6;850000;58000;31/12/2024;12_15;12;14;11_15;10_14;172;;0,72;8,43;11,68;5,34;7,55333;0,6;1911
RW;End;30/11/2023;2109284;No;BRA;1;RB;LB;62,5;0,0;80,1;79,8;D/WB (R);36;Mariano;7,13;Atlético Mineiro;Brasileirão Assaí;Brazil;21;21;1;4;3;1631;0,713;8,94;11,676;0,0;0,0;0,0;2,32;42;0,5;3,92;0,77;3,75;7,459;1,05;0,28;5,02;0,22;42,6;89;8,40311;0,63;3,31;0,99;16;0,13;0,06;0,153;0,22;20,53;1,66;275000;68000;31/12/2023;13_17;11;12;12_15;10_13;177;;0,713;8,94;11,26;6,57;8,24111;0,56;1631
RW;End;30/11/2023;2110905;No;BRA;1;CB;DM;67,5;0,0;72,6;73,2;D (C);38;Réver;7,05;Atlético Mineiro;Brasileirão Assaí;Brazil;20;20;1;2;3;1562;0,705;6,92;16,863;0,0;0,0;0,0;9,16;78;0,58;3,34;1,44;1,56;5,634;0,46;0,12;4,15;0,05;55,66;85;1,15889;0,305;0,17;0,0;0;0,04;0,06;0,062;0,06;5,3;0,4;165000;77500;31/12/2023;12_15;11;11;7_11;7_11;192;;0,705;6,92;16,08;4,78;1,15889;0,22;1562
RW;End;30/11/2023;2111393;No;BRA;1;ST;LW;62,3;0,0;73,8;73,8;AM (L), ST (C);33;Alexandre Pato;6,75;São Paulo;Brasileirão Assaí;Brazil;18;0;1;1;0;293;0,675;2,16;5,474;0,0;0,0;0,0;3,07;24;0,0;0,31;0,31;1,54;1,769;0,61;0,0;0,31;0,0;19,04;85;4,23556;2,092;1,23;0,0;0;0,38;0,31;0,095;1,23;4,91;2,46;210000;11750;31/12/2023;6_10;10;9;11_14;11_14;180;;0,675;2,16;5,23;0,92;4,23556;2,02;293
RW;End;30/11/2023;2111732;No;BRA;1;CB;RB;65,5;0,0;75,1;75,3;D (C);36;David Braz;6,42;Fluminense;Brasileirão Assaí;Brazil;5;2;0;0;0;272;0,642;4,96;14,734;0,0;0,0;0,0;8,93;84;0,33;2,98;0,99;0,66;5,289;0,0;0,0;4,3;0,13;56,58;86;0,99111;0,0;0,33;0,0;0;0,0;0,0;0,0;0,0;2,98;0,33;250000;35000;30/06/2024;13_16;13;12;8_12;7_11;188;;0,642;4,96;13,89;4,43;0,99111;0,0;272
RW;End;30/11/2023;2111991;No;BRA;0;GK;CB;63,3;0,0;73,6;73,4;GK;33;Rafael;6,72;São Paulo;Brasileirão Assaí;Brazil;5;3;0;0;1;348;-0,838;0,0;0,0;-0,48;0,52;1,55;0,0;0;0,0;0,0;0,0;0,0;0,555;0,0;0,0;0,0;0,0;15,78;55;0,52;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,52;348000000;23500;31/12/2025;12_16;14;9;9_12;9_12;192;;-0,838;0,0;0,0;0,0;0,52;0,0;348
RW;End;30/11/2023;2111995;No;BRA;1;CB;RB;69,1;0,0;75,0;75,2;D (C);34;Thiago Heleno;7,3;Athlético Paranaense;Brasileirão Assaí;Brazil;1;1;0;0;0;90;0,73;13,0;19,75;0,0;0,0;0,0;6,0;75;2,0;5,0;5,0;1,0;3,131;0,0;0,0;2,0;0,16;68,0;97;0,44444;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;4,0;0,0;348000000;22000;31/12/2024;9_12;10;15;11_15;9_13;187;;0,73;13,0;19,0;2,16;0,44444;0,0;90
RW;End;30/11/2023;2114068;Yes;BRA;1;CB;RB;65,7;0,0;81,6;81,3;D (C), DM;36;David Luiz;7,05;Flamengo;Brasileirão Assaí;Brazil;25;25;2;1;1;2041;0,705;6,36;13,63;0,0;0,0;0,0;6,53;74;0,71;3,09;0,97;1,59;6,455;0,18;0,04;5,29;0,05;68,39;90;1,17444;0,744;0,22;0,0;0;0,15;0,09;0,153;0,26;4,63;0,44;205000;194000;31/12/2023;15_18;14;20;11_15;10_14;189;;0,705;6,36;12,89;5,56;1,17444;0,65;2041
EU;Mid;30/11/2023;2115577;Yes;BRA;1;DM;CB;74,5;0,0;81,2;81,2;DM, M (C);35;Fernando;7,05;Sevilla;LaLiga;Spain;96;96;4;20;6;3665;0,705;7,54;12,093;0,0;0,0;0,0;3,93;62;0,29;1,77;0,37;5,11;5,678;0,93;0,34;3,27;0,28;42,68;86;2,77256;0,504;0,79;0,05;8;0,09;0,05;0,14;0,15;10,49;0,69;2900000;212000;30/06/2024;13_16;14;13;7_11;12_15;183;;0,705;7,54;11,47;4,82;2,69556;0,43;7330
RW;End;30/11/2023;2116459;No;BRA;1;CB;DM;61,9;0,0;73,3;74,6;D (C);36;Henrique;7,14;Coritiba;Brasileirão Assaí;Brazil;20;19;1;2;5;1782;0,714;7,28;15,314;0,0;0,0;0,0;7,32;71;0,66;3,03;1,77;1,82;6,236;0,4;0,2;4,7;0,06;57,37;88;1,043;0,522;0,15;0,05;14;0,12;0,05;0,107;0,2;5,4;0,1;140000;27000;31/12/2023;13_16;12;13;8_12;7_11;186;;0,714;7,28;14,6;5,36;0,9;0,48;1782
RW;End;30/11/2023;3100224;No;ARG;1;ST;RB;64,3;0,0;73,7;73,7;ST (C);42;José Sand;6,89;Lanús;Liga Profesional;Argentina;12;9;4;0;0;747;0,689;5,17;11,702;0,0;0,0;0,0;6,14;39;0,24;0,96;0,48;3,49;3,35;1,08;0,12;1,2;0,15;19,28;80;4,14033;2,737;0,6;0,12;17;0,42;0,48;0,124;1,57;8,67;2,29;195000;81500;31/12/2023;12_16;15;14;7;6_9;183;;0,689;5,17;11,31;2,55;3,97333;2,59;747
EU;Mid;30/11/2023;4002177;No;ENG;1;LB;CB;74,4;0,0;77,0;77,7;D (LC);33;Ben Mee;6,85;Brentford;Premier League;England;40;28;0;2;0;1371;0,685;6,3;12,485;0,0;0,0;0,0;5,45;73;0,79;2,43;0,98;2,1;6,746;0,39;0,07;5,38;0,02;55,86;89;3,25667;0,0;1,38;0,0;0;0,0;0,0;0,0;0,0;9,78;0,79;3600000;251000;30/06/2024;14;14;12;13;10_14;183;;0,685;6,3;11,75;5,86;3,25667;0,0;2742
